Sample_name,Body_site,Biome
smpl700165038,R_Retroauricular crease,Skin
smpl700165070,Saliva,Oral
smpl700165074,Tongue dorsum,Oral
smpl700165078,Buccal mucosa,Oral
smpl700165080,Attached/Keratinized gingiva,Oral
smpl700165082,Palatine Tonsils,Oral
smpl700165084,Throat,Oral
smpl700165086,Supragingival plaque,Oral
smpl700165088,Subgingival plaque,Oral
smpl700165090,Stool,Stool
smpl700165094,R_Retroauricular crease,Skin
smpl700165187,Subgingival plaque,Oral
smpl700165189,L_Retroauricular crease,Skin
smpl700165191,R_Retroauricular crease,Skin
smpl700165193,L_Antecubital fossa,Skin
smpl700165205,Stool,Stool
smpl700165230,Tongue dorsum,Oral
smpl700165232,Hard palate,Oral
smpl700165234,Buccal mucosa,Oral
smpl700165236,Attached/Keratinized gingiva,Oral
smpl700165238,Palatine Tonsils,Oral
smpl700165240,Throat,Oral
smpl700165244,Subgingival plaque,Oral
smpl700165246,L_Retroauricular crease,Skin
smpl700165248,R_Retroauricular crease,Skin
smpl700165256,Vaginal introitus,Vaginal
smpl700165262,Stool,Stool
smpl700165328,Stool,Stool
smpl700165330,Saliva,Oral
smpl700165334,Tongue dorsum,Oral
smpl700165336,Hard palate,Oral
smpl700165338,Buccal mucosa,Oral
smpl700165340,Attached/Keratinized gingiva,Oral
smpl700165346,Supragingival plaque,Oral
smpl700165348,Subgingival plaque,Oral
smpl700165350,L_Retroauricular crease,Skin
smpl700165352,R_Retroauricular crease,Skin
smpl700165376,Stool,Stool
smpl700165378,Saliva,Oral
smpl700165382,Tongue dorsum,Oral
smpl700165384,Hard palate,Oral
smpl700165386,Buccal mucosa,Oral
smpl700165388,Attached/Keratinized gingiva,Oral
smpl700165390,Palatine Tonsils,Oral
smpl700165392,Throat,Oral
smpl700165394,Supragingival plaque,Oral
smpl700165396,Subgingival plaque,Oral
smpl700165398,L_Retroauricular crease,Skin
smpl700165400,R_Retroauricular crease,Skin
smpl700165402,L_Antecubital fossa,Skin
smpl700165404,R_Antecubital fossa,Skin
smpl700165406,Anterior nares,Skin
smpl700165424,Stool,Stool
smpl700165430,Tongue dorsum,Oral
smpl700165432,Hard palate,Oral
smpl700165434,Buccal mucosa,Oral
smpl700165436,Attached/Keratinized gingiva,Oral
smpl700165438,Palatine Tonsils,Oral
smpl700165440,Throat,Oral
smpl700165442,Supragingival plaque,Oral
smpl700165444,Subgingival plaque,Oral
smpl700165446,L_Retroauricular crease,Skin
smpl700165448,R_Retroauricular crease,Skin
smpl700165452,R_Antecubital fossa,Skin
smpl700165454,Anterior nares,Skin
smpl700165532,Saliva,Oral
smpl700165536,Tongue dorsum,Oral
smpl700165538,Hard palate,Oral
smpl700165540,Buccal mucosa,Oral
smpl700165542,Attached/Keratinized gingiva,Oral
smpl700165544,Palatine Tonsils,Oral
smpl700165552,L_Retroauricular crease,Skin
smpl700165562,Vaginal introitus,Vaginal
smpl700165564,Mid vagina,Vaginal
smpl700165566,Posterior fornix,Vaginal
smpl700165568,Stool,Stool
smpl700165586,Stool,Stool
smpl700165588,Saliva,Oral
smpl700165592,Tongue dorsum,Oral
smpl700165594,Hard palate,Oral
smpl700165596,Buccal mucosa,Oral
smpl700165598,Attached/Keratinized gingiva,Oral
smpl700165600,Palatine Tonsils,Oral
smpl700165602,Throat,Oral
smpl700165604,Supragingival plaque,Oral
smpl700165606,Subgingival plaque,Oral
smpl700165614,R_Antecubital fossa,Skin
smpl700165634,Stool,Stool
smpl700165636,Saliva,Oral
smpl700165640,Tongue dorsum,Oral
smpl700165642,Hard palate,Oral
smpl700165644,Buccal mucosa,Oral
smpl700165646,Attached/Keratinized gingiva,Oral
smpl700165648,Palatine Tonsils,Oral
smpl700165650,Throat,Oral
smpl700165652,Supragingival plaque,Oral
smpl700165654,Subgingival plaque,Oral
smpl700165656,L_Retroauricular crease,Skin
smpl700165658,R_Retroauricular crease,Skin
smpl700165662,R_Antecubital fossa,Skin
smpl700165664,Anterior nares,Skin
smpl700165682,Stool,Stool
smpl700165684,Saliva,Oral
smpl700165688,Tongue dorsum,Oral
smpl700165690,Hard palate,Oral
smpl700165692,Buccal mucosa,Oral
smpl700165694,Attached/Keratinized gingiva,Oral
smpl700165696,Palatine Tonsils,Oral
smpl700165700,Supragingival plaque,Oral
smpl700165702,Subgingival plaque,Oral
smpl700165704,L_Retroauricular crease,Skin
smpl700165706,R_Retroauricular crease,Skin
smpl700165708,L_Antecubital fossa,Skin
smpl700165712,Anterior nares,Skin
smpl700165730,Saliva,Oral
smpl700165734,Tongue dorsum,Oral
smpl700165736,Hard palate,Oral
smpl700165738,Buccal mucosa,Oral
smpl700165740,Attached/Keratinized gingiva,Oral
smpl700165742,Palatine Tonsils,Oral
smpl700165744,Throat,Oral
smpl700165746,Supragingival plaque,Oral
smpl700165748,Subgingival plaque,Oral
smpl700165750,L_Retroauricular crease,Skin
smpl700165752,R_Retroauricular crease,Skin
smpl700165758,Anterior nares,Skin
smpl700165760,Stool,Stool
smpl700165778,Stool,Stool
smpl700165784,Tongue dorsum,Oral
smpl700165786,Hard palate,Oral
smpl700165788,Buccal mucosa,Oral
smpl700165792,Palatine Tonsils,Oral
smpl700165794,Throat,Oral
smpl700165796,Supragingival plaque,Oral
smpl700165798,Subgingival plaque,Oral
smpl700165800,L_Retroauricular crease,Skin
smpl700165802,R_Retroauricular crease,Skin
smpl700165804,L_Antecubital fossa,Skin
smpl700165806,R_Antecubital fossa,Skin
smpl700165808,Anterior nares,Skin
smpl700165934,Saliva,Oral
smpl700165938,Tongue dorsum,Oral
smpl700165940,Hard palate,Oral
smpl700165942,Buccal mucosa,Oral
smpl700165944,Attached/Keratinized gingiva,Oral
smpl700165946,Palatine Tonsils,Oral
smpl700165948,Throat,Oral
smpl700165950,Supragingival plaque,Oral
smpl700165952,Subgingival plaque,Oral
smpl700165954,L_Retroauricular crease,Skin
smpl700165956,R_Retroauricular crease,Skin
smpl700165958,L_Antecubital fossa,Skin
smpl700165960,R_Antecubital fossa,Skin
smpl700165962,Anterior nares,Skin
smpl700165964,Vaginal introitus,Vaginal
smpl700165970,Stool,Stool
smpl700165994,Hard palate,Oral
smpl700166094,Vaginal introitus,Vaginal
smpl700166218,Stool,Stool
smpl700166226,Saliva,Oral
smpl700166234,Buccal mucosa,Oral
smpl700166238,Palatine Tonsils,Oral
smpl700166240,Throat,Oral
smpl700166244,Subgingival plaque,Oral
smpl700166248,R_Retroauricular crease,Skin
smpl700166256,Vaginal introitus,Vaginal
smpl700166258,Mid vagina,Vaginal
smpl700166260,Posterior fornix,Vaginal
smpl700166302,Attached/Keratinized gingiva,Oral
smpl700166312,L_Retroauricular crease,Skin
smpl700166314,R_Retroauricular crease,Skin
smpl700166320,Anterior nares,Skin
smpl700166472,Stool,Stool
smpl700166480,Saliva,Oral
smpl700166486,Hard palate,Oral
smpl700166488,Buccal mucosa,Oral
smpl700166490,Attached/Keratinized gingiva,Oral
smpl700166496,Supragingival plaque,Oral
smpl700166498,Subgingival plaque,Oral
smpl700166500,L_Retroauricular crease,Skin
smpl700166502,R_Retroauricular crease,Skin
smpl700166508,Anterior nares,Skin
smpl700166605,Stool,Stool
smpl700166613,Saliva,Oral
smpl700166617,Tongue dorsum,Oral
smpl700166619,Hard palate,Oral
smpl700166621,Buccal mucosa,Oral
smpl700166623,Attached/Keratinized gingiva,Oral
smpl700166625,Palatine Tonsils,Oral
smpl700166629,Supragingival plaque,Oral
smpl700166631,Subgingival plaque,Oral
smpl700166639,R_Antecubital fossa,Skin
smpl700166641,Anterior nares,Skin
smpl700166693,L_Retroauricular crease,Skin
smpl700166695,R_Retroauricular crease,Skin
smpl700166701,Anterior nares,Skin
smpl700166731,Stool,Stool
smpl700166739,Saliva,Oral
smpl700166743,Tongue dorsum,Oral
smpl700166745,Hard palate,Oral
smpl700166749,Attached/Keratinized gingiva,Oral
smpl700166751,Palatine Tonsils,Oral
smpl700166757,Subgingival plaque,Oral
smpl700166769,Vaginal introitus,Vaginal
smpl700166881,Stool,Stool
smpl700166897,Buccal mucosa,Oral
smpl700166899,Attached/Keratinized gingiva,Oral
smpl700166901,Palatine Tonsils,Oral
smpl700166903,Throat,Oral
smpl700166909,L_Retroauricular crease,Skin
smpl700166911,R_Retroauricular crease,Skin
smpl700166917,Anterior nares,Skin
smpl700167005,Saliva,Oral
smpl700167009,Tongue dorsum,Oral
smpl700167011,Hard palate,Oral
smpl700167015,Attached/Keratinized gingiva,Oral
smpl700167017,Palatine Tonsils,Oral
smpl700167019,Throat,Oral
smpl700167021,Supragingival plaque,Oral
smpl700167025,L_Retroauricular crease,Skin
smpl700167027,R_Retroauricular crease,Skin
smpl700167033,Anterior nares,Skin
smpl700167063,Stool,Stool
smpl700167071,Saliva,Oral
smpl700167077,Hard palate,Oral
smpl700167079,Buccal mucosa,Oral
smpl700167081,Attached/Keratinized gingiva,Oral
smpl700167083,Palatine Tonsils,Oral
smpl700167085,Throat,Oral
smpl700167087,Supragingival plaque,Oral
smpl700167091,L_Retroauricular crease,Skin
smpl700167093,R_Retroauricular crease,Skin
smpl700167095,L_Antecubital fossa,Skin
smpl700167097,R_Antecubital fossa,Skin
smpl700167099,Anterior nares,Skin
smpl700167157,L_Retroauricular crease,Skin
smpl700167159,R_Retroauricular crease,Skin
smpl700167161,L_Antecubital fossa,Skin
smpl700167165,Anterior nares,Skin
smpl700167223,L_Retroauricular crease,Skin
smpl700167225,R_Retroauricular crease,Skin
smpl700167231,Anterior nares,Skin
smpl700167313,Supragingival plaque,Oral
smpl700167317,L_Retroauricular crease,Skin
smpl700167321,L_Antecubital fossa,Skin
smpl700167379,Supragingival plaque,Oral
smpl700167383,L_Retroauricular crease,Skin
smpl700167385,R_Retroauricular crease,Skin
smpl700167389,R_Antecubital fossa,Skin
smpl700167497,L_Retroauricular crease,Skin
smpl700167499,R_Retroauricular crease,Skin
smpl700167505,Anterior nares,Skin
smpl700167535,Stool,Stool
smpl700167543,Saliva,Oral
smpl700167547,Tongue dorsum,Oral
smpl700167549,Hard palate,Oral
smpl700167551,Buccal mucosa,Oral
smpl700167555,Palatine Tonsils,Oral
smpl700167557,Throat,Oral
smpl700167559,Supragingival plaque,Oral
smpl700167563,L_Retroauricular crease,Skin
smpl700167565,R_Retroauricular crease,Skin
smpl700167571,Anterior nares,Skin
smpl700167573,Vaginal introitus,Vaginal
smpl700167575,Mid vagina,Vaginal
smpl700167649,Stool,Stool
smpl700167657,Saliva,Oral
smpl700167661,Tongue dorsum,Oral
smpl700167663,Hard palate,Oral
smpl700167671,Throat,Oral
smpl700167673,Supragingival plaque,Oral
smpl700167675,Subgingival plaque,Oral
smpl700167677,L_Retroauricular crease,Skin
smpl700167679,R_Retroauricular crease,Skin
smpl700167689,Mid vagina,Vaginal
smpl700167691,Posterior fornix,Vaginal
smpl700167727,Tongue dorsum,Oral
smpl700167729,Hard palate,Oral
smpl700167739,Supragingival plaque,Oral
smpl700167793,Tongue dorsum,Oral
smpl700167809,L_Retroauricular crease,Skin
smpl700167875,L_Retroauricular crease,Skin
smpl700167877,R_Retroauricular crease,Skin
smpl700167937,Stool,Stool
smpl700167945,Saliva,Oral
smpl700167951,Hard palate,Oral
smpl700167957,Palatine Tonsils,Oral
smpl700167959,Throat,Oral
smpl700167961,Supragingival plaque,Oral
smpl700167973,Anterior nares,Skin
smpl700167975,Vaginal introitus,Vaginal
smpl700171036,Saliva,Oral
smpl700171040,Tongue dorsum,Oral
smpl700171042,Hard palate,Oral
smpl700171044,Buccal mucosa,Oral
smpl700171046,Attached/Keratinized gingiva,Oral
smpl700171048,Palatine Tonsils,Oral
smpl700171052,Supragingival plaque,Oral
smpl700171054,Subgingival plaque,Oral
smpl700171056,L_Retroauricular crease,Skin
smpl700171058,R_Retroauricular crease,Skin
smpl700171060,L_Antecubital fossa,Skin
smpl700171064,Anterior nares,Skin
smpl700171066,Stool,Stool
smpl700171084,Saliva,Oral
smpl700171088,Tongue dorsum,Oral
smpl700171090,Hard palate,Oral
smpl700171092,Buccal mucosa,Oral
smpl700171094,Attached/Keratinized gingiva,Oral
smpl700171096,Palatine Tonsils,Oral
smpl700171098,Throat,Oral
smpl700171100,Supragingival plaque,Oral
smpl700171102,Subgingival plaque,Oral
smpl700171104,L_Retroauricular crease,Skin
smpl700171106,R_Retroauricular crease,Skin
smpl700171112,Anterior nares,Skin
smpl700171114,Stool,Stool
smpl700171135,Stool,Stool
smpl700171137,L_Retroauricular crease,Skin
smpl700171139,R_Retroauricular crease,Skin
smpl700171145,Anterior nares,Skin
smpl700171147,Vaginal introitus,Vaginal
smpl700171149,Mid vagina,Vaginal
smpl700171151,Posterior fornix,Vaginal
smpl700171153,Saliva,Oral
smpl700171157,Tongue dorsum,Oral
smpl700171159,Hard palate,Oral
smpl700171161,Buccal mucosa,Oral
smpl700171163,Attached/Keratinized gingiva,Oral
smpl700171165,Palatine Tonsils,Oral
smpl700171167,Throat,Oral
smpl700171169,Supragingival plaque,Oral
smpl700171171,Subgingival plaque,Oral
smpl700171246,Stool,Stool
smpl700171260,Palatine Tonsils,Oral
smpl700171264,Supragingival plaque,Oral
smpl700171266,Subgingival plaque,Oral
smpl700171294,Saliva,Oral
smpl700171298,Tongue dorsum,Oral
smpl700171300,Hard palate,Oral
smpl700171302,Buccal mucosa,Oral
smpl700171304,Attached/Keratinized gingiva,Oral
smpl700171306,Palatine Tonsils,Oral
smpl700171308,Throat,Oral
smpl700171310,Supragingival plaque,Oral
smpl700171312,Subgingival plaque,Oral
smpl700171324,Stool,Stool
smpl700171352,Buccal mucosa,Oral
smpl700171360,Supragingival plaque,Oral
smpl700171362,Subgingival plaque,Oral
smpl700171390,Stool,Stool
smpl700171392,Saliva,Oral
smpl700171396,Tongue dorsum,Oral
smpl700171398,Hard palate,Oral
smpl700171400,Buccal mucosa,Oral
smpl700171402,Attached/Keratinized gingiva,Oral
smpl700171404,Palatine Tonsils,Oral
smpl700171406,Throat,Oral
smpl700171408,Supragingival plaque,Oral
smpl700171410,Subgingival plaque,Oral
smpl700171412,L_Retroauricular crease,Skin
smpl700171414,R_Retroauricular crease,Skin
smpl700171416,L_Antecubital fossa,Skin
smpl700171418,R_Antecubital fossa,Skin
smpl700171420,Anterior nares,Skin
smpl700171441,Stool,Stool
smpl700171443,Tongue dorsum,Oral
smpl700171445,Hard palate,Oral
smpl700171447,Buccal mucosa,Oral
smpl700171449,Attached/Keratinized gingiva,Oral
smpl700171451,Palatine Tonsils,Oral
smpl700171453,Throat,Oral
smpl700171455,Saliva,Oral
smpl700171459,Supragingival plaque,Oral
smpl700171461,Subgingival plaque,Oral
smpl700171463,L_Retroauricular crease,Skin
smpl700171465,R_Retroauricular crease,Skin
smpl700171467,L_Antecubital fossa,Skin
smpl700171469,R_Antecubital fossa,Skin
smpl700171471,Anterior nares,Skin
smpl700171473,Vaginal introitus,Vaginal
smpl700171475,Mid vagina,Vaginal
smpl700171477,Posterior fornix,Vaginal
smpl700171495,Saliva,Oral
smpl700171499,Tongue dorsum,Oral
smpl700171501,Hard palate,Oral
smpl700171503,Buccal mucosa,Oral
smpl700171505,Attached/Keratinized gingiva,Oral
smpl700171507,Palatine Tonsils,Oral
smpl700171509,Throat,Oral
smpl700171511,Supragingival plaque,Oral
smpl700171513,Subgingival plaque,Oral
smpl700171515,L_Retroauricular crease,Skin
smpl700171517,R_Retroauricular crease,Skin
smpl700171519,L_Antecubital fossa,Skin
smpl700171521,R_Antecubital fossa,Skin
smpl700171523,Anterior nares,Skin
smpl700171525,Stool,Stool
smpl700171543,Saliva,Oral
smpl700171547,Tongue dorsum,Oral
smpl700171549,Hard palate,Oral
smpl700171551,Buccal mucosa,Oral
smpl700171553,Attached/Keratinized gingiva,Oral
smpl700171555,Palatine Tonsils,Oral
smpl700171557,Throat,Oral
smpl700171559,Supragingival plaque,Oral
smpl700171561,Subgingival plaque,Oral
smpl700171563,L_Retroauricular crease,Skin
smpl700171565,R_Retroauricular crease,Skin
smpl700171567,L_Antecubital fossa,Skin
smpl700171569,R_Antecubital fossa,Skin
smpl700171571,Anterior nares,Skin
smpl700171573,Stool,Stool
smpl700171594,Stool,Stool
smpl700171596,Saliva,Oral
smpl700171600,Tongue dorsum,Oral
smpl700171602,Hard palate,Oral
smpl700171604,Buccal mucosa,Oral
smpl700171606,Attached/Keratinized gingiva,Oral
smpl700171608,Palatine Tonsils,Oral
smpl700171610,Throat,Oral
smpl700171612,Supragingival plaque,Oral
smpl700171614,Subgingival plaque,Oral
smpl700171616,L_Retroauricular crease,Skin
smpl700171618,R_Retroauricular crease,Skin
smpl700171620,L_Antecubital fossa,Skin
smpl700171622,R_Antecubital fossa,Skin
smpl700171624,Anterior nares,Skin
smpl700171626,Vaginal introitus,Vaginal
smpl700171630,Posterior fornix,Vaginal
smpl700171648,Stool,Stool
smpl700171650,Saliva,Oral
smpl700171654,Tongue dorsum,Oral
smpl700171656,Hard palate,Oral
smpl700171658,Buccal mucosa,Oral
smpl700171660,Attached/Keratinized gingiva,Oral
smpl700171662,Palatine Tonsils,Oral
smpl700171666,Supragingival plaque,Oral
smpl700171668,Subgingival plaque,Oral
smpl700171670,L_Retroauricular crease,Skin
smpl700171672,R_Retroauricular crease,Skin
smpl700171674,L_Antecubital fossa,Skin
smpl700171676,R_Antecubital fossa,Skin
smpl700171678,Anterior nares,Skin
smpl700171696,Stool,Stool
smpl700171698,Saliva,Oral
smpl700171702,Tongue dorsum,Oral
smpl700171704,Hard palate,Oral
smpl700171706,Buccal mucosa,Oral
smpl700171708,Attached/Keratinized gingiva,Oral
smpl700171710,Palatine Tonsils,Oral
smpl700171712,Throat,Oral
smpl700171714,Supragingival plaque,Oral
smpl700171716,Subgingival plaque,Oral
smpl700171718,L_Retroauricular crease,Skin
smpl700171720,R_Retroauricular crease,Skin
smpl700171804,Saliva,Oral
smpl700171808,Tongue dorsum,Oral
smpl700171810,Hard palate,Oral
smpl700171812,Buccal mucosa,Oral
smpl700171814,Attached/Keratinized gingiva,Oral
smpl700171816,Palatine Tonsils,Oral
smpl700171818,Throat,Oral
smpl700171820,Supragingival plaque,Oral
smpl700171822,Subgingival plaque,Oral
smpl700171826,R_Retroauricular crease,Skin
smpl700171828,L_Antecubital fossa,Skin
smpl700171830,R_Antecubital fossa,Skin
smpl700171832,Anterior nares,Skin
smpl700171836,Mid vagina,Vaginal
smpl700171838,Posterior fornix,Vaginal
smpl700171840,Stool,Stool
smpl700171861,Saliva,Oral
smpl700171865,Tongue dorsum,Oral
smpl700171867,Hard palate,Oral
smpl700171869,Buccal mucosa,Oral
smpl700171871,Attached/Keratinized gingiva,Oral
smpl700171873,Palatine Tonsils,Oral
smpl700171875,Throat,Oral
smpl700171877,Supragingival plaque,Oral
smpl700171879,Subgingival plaque,Oral
smpl700171881,L_Retroauricular crease,Skin
smpl700171883,R_Retroauricular crease,Skin
smpl700171889,Anterior nares,Skin
smpl700171891,Vaginal introitus,Vaginal
smpl700171893,Mid vagina,Vaginal
smpl700171895,Posterior fornix,Vaginal
smpl700171897,Stool,Stool
smpl700171975,Stool,Stool
smpl700171977,L_Retroauricular crease,Skin
smpl700171979,R_Retroauricular crease,Skin
smpl700171987,Vaginal introitus,Vaginal
smpl700171989,Mid vagina,Vaginal
smpl700171991,Posterior fornix,Vaginal
smpl700171993,Saliva,Oral
smpl700171997,Tongue dorsum,Oral
smpl700171999,Hard palate,Oral
smpl700172001,Buccal mucosa,Oral
smpl700172003,Attached/Keratinized gingiva,Oral
smpl700172005,Palatine Tonsils,Oral
smpl700172007,Throat,Oral
smpl700172009,Supragingival plaque,Oral
smpl700172011,Subgingival plaque,Oral
smpl700172086,Stool,Stool
smpl700172088,Saliva,Oral
smpl700172092,Tongue dorsum,Oral
smpl700172094,Hard palate,Oral
smpl700172096,Buccal mucosa,Oral
smpl700172098,Attached/Keratinized gingiva,Oral
smpl700172100,Palatine Tonsils,Oral
smpl700172104,Supragingival plaque,Oral
smpl700172110,R_Retroauricular crease,Skin
smpl700172138,Tongue dorsum,Oral
smpl700172142,Buccal mucosa,Oral
smpl700172144,Attached/Keratinized gingiva,Oral
smpl700172148,Throat,Oral
smpl700172152,Subgingival plaque,Oral
smpl700172154,L_Retroauricular crease,Skin
smpl700172156,R_Retroauricular crease,Skin
smpl700172164,Stool,Stool
smpl700172299,Stool,Stool
smpl700172301,Saliva,Oral
smpl700172305,Tongue dorsum,Oral
smpl700172307,Hard palate,Oral
smpl700172309,Buccal mucosa,Oral
smpl700172311,Attached/Keratinized gingiva,Oral
smpl700172313,Palatine Tonsils,Oral
smpl700172315,Throat,Oral
smpl700172317,Supragingival plaque,Oral
smpl700172319,Subgingival plaque,Oral
smpl700172321,L_Retroauricular crease,Skin
smpl700172329,Anterior nares,Skin
smpl700172331,Vaginal introitus,Vaginal
smpl700172356,Palatine Tonsils,Oral
smpl700172358,Attached/Keratinized gingiva,Oral
smpl700172362,Buccal mucosa,Oral
smpl700172364,Throat,Oral
smpl700172366,Supragingival plaque,Oral
smpl700172370,Subgingival plaque,Oral
smpl700172376,Stool,Stool
smpl700172378,L_Retroauricular crease,Skin
smpl700172388,Vaginal introitus,Vaginal
smpl700172390,Mid vagina,Vaginal
smpl700172392,Posterior fornix,Vaginal
smpl700172410,Stool,Stool
smpl700172412,Saliva,Oral
smpl700172416,Tongue dorsum,Oral
smpl700172418,Hard palate,Oral
smpl700172420,Buccal mucosa,Oral
smpl700172422,Attached/Keratinized gingiva,Oral
smpl700172424,Palatine Tonsils,Oral
smpl700172426,Throat,Oral
smpl700172428,Supragingival plaque,Oral
smpl700172430,Subgingival plaque,Oral
smpl700172432,L_Retroauricular crease,Skin
smpl700172518,Stool,Stool
smpl700172524,Tongue dorsum,Oral
smpl700172526,Hard palate,Oral
smpl700172530,Attached/Keratinized gingiva,Oral
smpl700172532,Palatine Tonsils,Oral
smpl700172534,Throat,Oral
smpl700172536,Supragingival plaque,Oral
smpl700172538,Subgingival plaque,Oral
smpl700172540,L_Retroauricular crease,Skin
smpl700172542,R_Retroauricular crease,Skin
smpl700172544,L_Antecubital fossa,Skin
smpl700172546,R_Antecubital fossa,Skin
smpl700172548,Anterior nares,Skin
smpl700172550,Vaginal introitus,Vaginal
smpl700172554,Posterior fornix,Vaginal
smpl700172572,Stool,Stool
smpl700172574,Saliva,Oral
smpl700172578,Tongue dorsum,Oral
smpl700172580,Hard palate,Oral
smpl700172582,Buccal mucosa,Oral
smpl700172584,Attached/Keratinized gingiva,Oral
smpl700172586,Palatine Tonsils,Oral
smpl700172588,Throat,Oral
smpl700172590,Supragingival plaque,Oral
smpl700172592,Subgingival plaque,Oral
smpl700172594,L_Retroauricular crease,Skin
smpl700172596,R_Retroauricular crease,Skin
smpl700172602,Anterior nares,Skin
smpl700172623,Saliva,Oral
smpl700172627,Tongue dorsum,Oral
smpl700172629,Hard palate,Oral
smpl700172631,Buccal mucosa,Oral
smpl700172633,Attached/Keratinized gingiva,Oral
smpl700172635,Palatine Tonsils,Oral
smpl700172639,Supragingival plaque,Oral
smpl700172641,Subgingival plaque,Oral
smpl700172645,R_Retroauricular crease,Skin
smpl700172653,Vaginal introitus,Vaginal
smpl700172655,Mid vagina,Vaginal
smpl700172657,Posterior fornix,Vaginal
smpl700172659,Stool,Stool
smpl700172679,Saliva,Oral
smpl700172683,Tongue dorsum,Oral
smpl700172685,Hard palate,Oral
smpl700172687,Buccal mucosa,Oral
smpl700172689,Attached/Keratinized gingiva,Oral
smpl700172691,Palatine Tonsils,Oral
smpl700172693,Throat,Oral
smpl700172695,Supragingival plaque,Oral
smpl700172697,Subgingival plaque,Oral
smpl700172699,L_Retroauricular crease,Skin
smpl700172701,R_Retroauricular crease,Skin
smpl700172707,Anterior nares,Skin
smpl700172732,Tongue dorsum,Oral
smpl700172736,Buccal mucosa,Oral
smpl700172738,Attached/Keratinized gingiva,Oral
smpl700172740,Palatine Tonsils,Oral
smpl700172742,Throat,Oral
smpl700172744,Supragingival plaque,Oral
smpl700172746,Subgingival plaque,Oral
smpl700172748,L_Retroauricular crease,Skin
smpl700172750,R_Retroauricular crease,Skin
smpl700172756,Anterior nares,Skin
smpl700172758,Vaginal introitus,Vaginal
smpl700172764,Stool,Stool
smpl700172833,Stool,Stool
smpl700172839,Tongue dorsum,Oral
smpl700172841,Hard palate,Oral
smpl700172843,Buccal mucosa,Oral
smpl700172845,Attached/Keratinized gingiva,Oral
smpl700172849,Throat,Oral
smpl700172851,Supragingival plaque,Oral
smpl700172853,Subgingival plaque,Oral
smpl700172857,R_Retroauricular crease,Skin
smpl700172865,Vaginal introitus,Vaginal
smpl700172867,Mid vagina,Vaginal
smpl700172890,Stool,Stool
smpl700172892,Saliva,Oral
smpl700172896,Tongue dorsum,Oral
smpl700172902,Attached/Keratinized gingiva,Oral
smpl700172912,L_Retroauricular crease,Skin
smpl700172944,Stool,Stool
smpl700172950,Tongue dorsum,Oral
smpl700172964,Subgingival plaque,Oral
smpl700172966,L_Retroauricular crease,Skin
smpl700172968,R_Retroauricular crease,Skin
smpl700172992,Stool,Stool
smpl700172998,Tongue dorsum,Oral
smpl700173000,Hard palate,Oral
smpl700173002,Buccal mucosa,Oral
smpl700173004,Attached/Keratinized gingiva,Oral
smpl700173006,Palatine Tonsils,Oral
smpl700173008,Throat,Oral
smpl700173010,Supragingival plaque,Oral
smpl700173012,Subgingival plaque,Oral
smpl700173014,L_Retroauricular crease,Skin
smpl700173016,R_Retroauricular crease,Skin
smpl700173040,Stool,Stool
smpl700173042,Saliva,Oral
smpl700173046,Tongue dorsum,Oral
smpl700173052,Attached/Keratinized gingiva,Oral
smpl700173054,Palatine Tonsils,Oral
smpl700173056,Throat,Oral
smpl700173058,Supragingival plaque,Oral
smpl700173060,Subgingival plaque,Oral
smpl700173062,L_Retroauricular crease,Skin
smpl700173064,R_Retroauricular crease,Skin
smpl700173066,L_Antecubital fossa,Skin
smpl700173070,Anterior nares,Skin
smpl700173088,Saliva,Oral
smpl700173092,Tongue dorsum,Oral
smpl700173094,Hard palate,Oral
smpl700173096,Buccal mucosa,Oral
smpl700173098,Attached/Keratinized gingiva,Oral
smpl700173100,Palatine Tonsils,Oral
smpl700173102,Throat,Oral
smpl700173104,Supragingival plaque,Oral
smpl700173106,Subgingival plaque,Oral
smpl700173108,L_Retroauricular crease,Skin
smpl700173110,R_Retroauricular crease,Skin
smpl700173116,Anterior nares,Skin
smpl700173118,Stool,Stool
smpl700173139,Stool,Stool
smpl700173145,Tongue dorsum,Oral
smpl700173147,Hard palate,Oral
smpl700173149,Buccal mucosa,Oral
smpl700173151,Attached/Keratinized gingiva,Oral
smpl700173153,Palatine Tonsils,Oral
smpl700173155,Throat,Oral
smpl700173157,Supragingival plaque,Oral
smpl700173159,Subgingival plaque,Oral
smpl700173171,Vaginal introitus,Vaginal
smpl700173173,Mid vagina,Vaginal
smpl700173175,Posterior fornix,Vaginal
smpl700173193,Stool,Stool
smpl700173199,Tongue dorsum,Oral
smpl700173203,Buccal mucosa,Oral
smpl700173205,Attached/Keratinized gingiva,Oral
smpl700173207,Palatine Tonsils,Oral
smpl700173211,Supragingival plaque,Oral
smpl700173213,Subgingival plaque,Oral
smpl700173215,L_Retroauricular crease,Skin
smpl700173217,R_Retroauricular crease,Skin
smpl700173241,Stool,Stool
smpl700173247,Tongue dorsum,Oral
smpl700173249,Hard palate,Oral
smpl700173251,Buccal mucosa,Oral
smpl700173253,Attached/Keratinized gingiva,Oral
smpl700173255,Palatine Tonsils,Oral
smpl700173257,Throat,Oral
smpl700173259,Supragingival plaque,Oral
smpl700173263,L_Retroauricular crease,Skin
smpl700173265,R_Retroauricular crease,Skin
smpl700173269,R_Antecubital fossa,Skin
smpl700173291,Saliva,Oral
